TMP_AR,TMP_EN,CENTER,Q233,Q244,Q256,Q326,GENDER,ACACDEMIC_LEVEL,NATIONALITY,SECTOR,Dim1.1,Dim1.2,Dim2.1,Dim2.2,Dim2.3,Dim3.1,Dim3.2,Dim3.3,Dim3.4,Dim3.5,Dim3.6,Dim3.7,Dim3.8,Dim4.1,Dim4.2,Dim4.3,Dim4.4,Dim4.5,Dim4.6,Dim4.7,Dim4.8,Dim4.9,Dim4.10,Dim4.11,Dim4.12,Dim5.1,Dim5.2,Dim5.3,Dim6.1,Dim6.2,NPS,Unnamed: 42,Most_Unsat,Most_Sat,SERVICE
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7.0,,,1,7,1,3,5,5,4,3,4,3,4,5,4,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,ازدحام مواقف السيارات,الموظفين متعاونين,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7.0,,,1,5,3,3,5,5,5,3,4,5,4,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,مواقف السيارات مزدحمة,التنظيم والنظافة,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing,Everything is good,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8.0,,,1,5,4,3,5,5,5,4,5,5,5,5,5,4,5,5,4,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing,Good reception,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,7,4,2,4,4,3,3,5,5,5,5,5,5,3,4,5,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,9.0,,No any annoying thing found,Customer counter staff are really supportive,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,7,4,3,4,4,5,4,5,4,5,5,5,5,1,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Not any,Noc request Submission process is seamless,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing,Everything is perfect,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,7,1,1,5,5,5,2,5,5,4,5,5,5,3,5,5,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,9.0,,الحضور اكثر من مرة لعدم التواصل من خلال التليفون او الرسائل او البريد من قبل خدمة العملاء للعمل علي انجاز المعاملة من اول مرة,تعاون الموظفين وخاصة الأستاذة ميسون,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8.0,,,1,5,4,3,5,5,5,3,5,5,5,5,5,4,3,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,9.0,,Nothing,Receptionist is good,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7.0,,,1,7,3,3,5,5,4,3,5,5,5,5,5,5,4,4,4,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,9.0,,لا شي,المكان راقي والموظفين متعاونين,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,7,1,1,5,4,4,3,4,4,4,4,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,الموظفين وخاصة الأستاذة مريم,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7.0,,,1,7,3,3,5,4,4,3,5,4,5,4,5,5,4,5,5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,10.0,,لا يوجد,المكان راقي ونظيف,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,1,1,5,5,4,3,4,5,4,4,5,5,4,5,5,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,لا يوجد,التعامل,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,5,4,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,NONE,The service is Very fast,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,3,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,السرعة واستقبال الموظفين,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,1,1,3,3,4,4,4,3,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,7.0,,البطى في الإجراءات وعدم التجاوب لاتمام مهمة ازاله مخلفات حول المبنى وذلك لمدة طويلة وتكرار زيارتي للمكان لمحاولة انجاز المعاملة,المكان نظيف ومرتب,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,1,1,4,5,5,3,4,4,3,4,4,4,4,4,4,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,8.0,,زيادة مبالغة في الرسوم,تعاون الموظفين وخاصة الأستاذة عائشة محمد الاحمد,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,,Good service,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7.0,,,1,7,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,مواقف السيارات,بساطة العمل وتعاون الموظفين,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,3,3,5,5,5,4,4,4,5,4,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,كل شي بالمكان رائع,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,1,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,,بطى الإجراءات,المكان مريح ونظيف,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,سهولة الاجراءات,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,3,3,4,4,4,4,4,4,4,5,5,5,5,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد,الترتيب,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,,Everything is perfect,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,3,3,5,5,5,3,4,4,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,عدم وجود خدمة عن طريق الاون لاين وعليه افضل  الخدمة الاون لاين عن الحضور  الشخصي نظرا لاني قادم من إمارة الشارقه,التعامل الراقي,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7.0,,,1,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,Nothing,Everything here is good specially customer services,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد,اول مرة أزور المكان والخدمة جيدة,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,7,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,سرعة الخدمة,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,5,4,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing,The Service is excellent,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,8,1,1,5,5,4,4,5,5,5,5,5,5,5,5,4,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,9.0,,لايوجد,تعاون الموظفين,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8.0,,,1,8,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing bad,The service is good,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,3,2,4,4,5,3,3,4,4,4,4,4,4,5,5,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,7.0,,المعاملات بطيئة وتظل علي النظام لأكثر من شهرين وغير معروف السبب لعدم انجازها هل من النظام ام شي اخر,النظام والهدوء,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,1,3,5,5,5,2,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,,زحمة مواقف السيارات,النظام,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8.0,,,1,5,4,3,4,4,4,1,4,4,4,4,5,5,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,8.0,,Parking  and expensive fees,Customer service,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8.0,,,1,7,1,1,4,4,4,2,4,4,4,4,4,4,4,4,5,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,8.0,,مواقف السيارات مزدحمة,الترتيب والسرعة,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8.0,,,1,5,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,,Very happy with service,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,1,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,,لا يوجد,التعامل الجيد,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,1,1,5,5,5,3,4,4,4,4,5,3,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,النظام والترتيب الذي يتمتعبه جميع المؤسسات الحكومية,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8.0,,,1,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,10.0,,Nothing,Everything good,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7.0,,,1,7,4,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,Only parking,Everything is fine,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,nothings,not only one many reasons as I confirmed above,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,3,1,5,4,4,2,5,5,5,5,5,5,5,3,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,,مواقف السيارات,الخدمة ممتازة,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,3,3,5,5,5,3,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,يرجى الاهتمام بمواقف السيارات وايضا بالمعاملة الاون لاين نظرا لاني قادم من إمارة الشارقه,النظافة والمعاملة,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7.0,,,1,7,3,3,5,5,5,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,8.0,,إجراءات رخصة البناء وهي نظم البناء صعبه جدا يرجي النظر بها وايضا مواقف السيارات,النظافة والمعاملة,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,3,1,5,5,5,3,4,4,4,4,4,4,4,4,4,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,9.0,,لدى ملاحظات الاولي صعوبة دفع الرسوم من خلال الاون لاين وعدم الرد علي التليفونات وان يكون هناك اعادة صياغة تطبيق خاص مطابق لراك باك للدفع الذكي,التعامل الراقي,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,8,1,1,5,4,5,3,5,5,5,5,5,5,4,4,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,,مواقف السيارات,كل شي ممتاز,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,7,3,1,4,4,4,4,4,4,4,5,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,استرجاع التأمين ياخد وقت طويل يرجى التسريع في هذا الإجراء,المعاملة,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,7,1,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,8.0,,مواقف السيارات واقترح وجود سيارة جولف تحضر لمتعامين من أماكن المواقف البعيدة وتوصلهم لمقر الدائرة,كل شي اسعدني في الخدمة والإجراءات والموظفين والمكان,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,7,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,يرجى العمل إضافة نظام sap  لشهادة عدم الممانعه وذلك لتسهيل الاجراءات,مقابله الموظفين بابتسامة,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,5,1,1,5,5,5,3,2,4,5,5,4,5,4,5,5,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,8.0,,لا شي,تعاون الموظفين,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,3,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,8.0,,المماطلة,التعامل,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,8,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,كل شي ممتاز,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,4,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,8.0,,.,.,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,4.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,لايوجد تواصل عن طريق الاتصال. يجب تفعيل الاون لاين وخدمه الكول سنتر,.,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,5.0,,,1,7,4,3,4,3,4,4,4,3,4,4,5,5,4,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,,.,.,Q244_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,5.0,,,1,8,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,Na,Happy with the service,Q244_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,5.0,,,1,5,4,3,3,4,4,2,3,4,4,5,5,4,5,5,5,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,10.0,,.,.,Q244_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,5,4,3,3,3,4,2,2,2,4,4,4,4,4,5,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,9.0,,.,.,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,5,3,3,3,3,5,2,4,3,4,5,5,5,5,5,5,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,10.0,,.,تعامل الموظفات,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,5,1,1,4,3,4,1,4,3,4,4,4,4,4,4,4,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,10.0,,الباركنات جدا مزدحمه,التعامل والانجاز,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,2,5,1,1,3,3,4,1,4,3,4,4,4,4,4,4,4,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,10.0,,الرسوم عاليه يرجى النظر فيها ، الباركات زحمه,تعامل الموظفيين,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,3,3,3,4,4,1,4,3,5,5,5,5,5,5,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,الباركنات جدا مزدحمه,.,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,7,4,3,4,4,3,4,5,4,4,3,4,5,2,3,4,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,6.0,,"Service request time is too delay,try to improve the complete the transaction Soon",Service channels are easy to access,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,No,No,Q244_10
