TMP_AR,TMP_EN,CENTER,Q233,Q244,Q256,Q326,GENDER,ACACDEMIC_LEVEL,NATIONALITY,SECTOR,Dim1.1,Dim1.2,Dim2.1,Dim2.2,Dim2.3,Dim3.1,Dim3.2,Dim3.3,Dim3.4,Dim3.5,Dim3.6,Dim3.7,Dim3.8,Dim4.1,Dim4.2,Dim4.3,Dim4.4,Dim4.5,Dim4.6,Dim4.7,Dim4.8,Dim4.9,Dim4.10,Dim4.11,Dim4.12,Dim5.1,Dim5.2,Dim5.3,Dim6.1,Dim6.2,NPS,Unnamed: 42,Most_Unsat,Most_Sat,SERVICE
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,4,3,3,3,4,2,3,3,4,5,5,4,4,3,3,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,7.0,,Waiting time ti a ail service,Neutral,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,5,4,3,3,3,4,1,3,3,5,3,3,4,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,8.0,,Barking,.,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,5,4,3,3,3,4,2,4,4,4,5,5,5,5,5,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,",",.,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,8.0,,No,They speaking to me like friends,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,5,4,3,4,4,4,4,4,4,3,4,5,5,4,4,4,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,,.,.,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,،,تعامل الموظفين,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,.,.,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,5,4,3,4,4,4,5,4,4,4,4,4,4,4,4,5,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,,.,.,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,4,3,4,4,4,3,4,4,5,5,5,5,4,3,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,8.0,,Parking,Convienience,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,8,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,.,.,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,10.0,,.,تعاملهم طيب,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,3,3,3,3,4,4,4,3,4,4,5,4,4,4,4,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,9.0,,.,التعامل جيد جدا,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,3,3,3,1,4,4,4,4,3,3,5,5,4,4,4,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,7.0,,تأخير المعاملات,تعامل الموظفين,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,5,4,3,3,2,4,1,4,2,4,5,5,5,5,5,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,8.0,,.,.,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,3,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,لا يوجد,المكان متميز وراقي,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8.0,,,1,8,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,Nothing,Customer service,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,1,1,5,4,4,4,5,4,3,4,4,4,4,5,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,ان الخدمة تتطور كثيرا عن قبل,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing,Excellent service,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,8,3,3,5,5,4,3,3,3,4,4,5,5,5,5,4,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,يرجى تفعيل خدمة الاون لاين علي للنظام لتسهيل المعاملات,الموظفين محترمين,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,لا يوجد سوى ازدحام مواقف السيارات,نظافة المكان ورائحة البخور,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,1,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,,لا شي سوى مواقف السيارات,التعامل الجيد,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,8.0,,,1,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,9.0,,Only the infringement and fees are too much,Everything is fine,Q244_8
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,2,7,1,1,3,4,3,4,4,4,4,4,4,4,4,4,4,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,7.0,,بطئ الإجراءات والعمل علي وجود دوام مسائي لتسهيل الأمور خاصة للقادمين من امارات أخرى بعيدة وعدم حفظ الأصول من اوراق  ومستندات داخل النظام,التعامل,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,8,1,1,4,4,4,4,4,4,5,4,4,4,4,4,4,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,7.0,,عدم التجاوب مع الشكاوي من قبل الإدارة سواء من خلال المكالمات او الحضور,النظافة والرقي بالمكان,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,10.0,,لايوجد,المعاملة الطيبة,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,3,3,4,4,4,4,5,5,4,3,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,لا يوجد,التعامل والموظفين,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,3,3,4,4,4,3,5,5,5,5,5,5,5,4,4,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,المعامل الطيبه,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,8,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,,Payment too much,Customer service good,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,3,3,5,5,4,4,4,4,4,5,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,,لا يوجد,الموظفين,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,7,3,3,5,4,5,2,5,4,4,5,5,5,5,4,5,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,10.0,,لا يوجد,الخدمة ممتازة,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,3,3,4,4,4,3,4,4,4,4,4,4,4,2,4,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,مواقف السيارات والانتظار طويلا,المكان نظيف ومرتب,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,8,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,10.0,,لا يوجد,التعاون,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,5.0,,,1,7,3,3,3,1,4,5,5,3,5,5,5,5,5,5,5,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,8.0,,يوجد مماطله في الاجراء .,.,Q244_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,3,3,5,5,4,5,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,.,.,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,5,4,3,4,4,4,3,4,5,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,10.0,,.,.,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,7,4,2,5,5,5,5,4,4,5,4,4,5,4,5,5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,10.0,,Nothing,Nothing,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,1.0,,,1,7,4,3,4,4,4,3,4,3,4,4,4,4,4,5,5,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,,Nil,Nil,Q244_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,8.0,,الباركنات زحمه,.,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,1,1,3,3,4,1,4,3,4,4,4,4,4,2,3,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,10.0,,عدم توفر خدمات الرقميه،  الباركنات مزدحمه,الاستقبال وتعامل الموظفيين,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,3,3,3,4,4,2,4,3,5,5,5,4,5,5,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,10.0,,زحمه الباركنات,تعامل جيد لطيف,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,5,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,Na,All sevece,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,5.0,,,1,7,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,Nothing,All,Q244_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,5,4,3,3,3,4,2,4,3,4,5,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,10.0,,.,.,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,3,3,2,3,4,4,4,3,4,4,4,4,4,4,4,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,5.0,,.,.,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,5.0,,,1,7,4,3,3,3,3,1,5,5,5,4,4,5,3,5,4,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,6.0,,مقدم الطلب من يوم ?? والى الان لم تتم الخدمه,_,Q244_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,5.0,,,1,7,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,,Nothing,Timimg,Q244_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,5.0,,,1,7,4,3,2,2,5,2,5,4,4,4,4,4,5,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,10.0,,.,.,Q244_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,1,1,4,4,3,3,4,4,4,4,4,4,4,4,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,10.0,,توحيد طريقه دفع الاون لاين كاخدمات الدفان والازاله بحيث تكون نفس طريقه الدفع للخدمات البسيطه. توسيع الباركنات.,التعامل والاجراء,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,5,1,1,4,4,4,1,4,4,4,4,4,5,5,5,5,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,10.0,,زحام الباركنات,تعامل الموظفه جزاها الله خير,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,3,3,4,2,5,1,4,5,5,5,5,3,2,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,لا شي,الاهتمام بالمراجعين,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,6.0,,,1,7,4,3,4,4,4,4,5,4,4,5,5,5,5,5,5,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,10.0,,No issues,No issues,Q244_6
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,4,3,4,4,4,3,4,3,5,5,5,4,4,3,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,9.0,,Na,.,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,2.0,,,1,7,4,3,4,4,4,4,4,4,5,4,5,5,2,4,4,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,8.0,,Nothing,.,Q244_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,4,3,3,3,4,1,5,5,5,5,5,5,3,3,4,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,6.0,,_,_,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,7,3,3,3,3,5,1,5,5,4,5,5,5,3,5,5,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,8.0,,لاشي,_,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,3,3,4,4,4,1,5,5,5,5,5,5,3,4,5,5.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,8.0,,عدم توفر المواقف,_,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,7,3,3,3,3,4,1,5,5,5,5,5,5,3,2,5,5.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,7.0,,صعوبه الإجراءات ومده الانتظار,_,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,3,3,3,3,3,2,5,5,5,5,5,5,3,3,5,5.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,9.0,,لاشي,_,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,4,3,4,4,5,2,5,3,5,5,5,5,5,5,4,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,10.0,,.,.,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,10.0,,.,جزاكم الله خير بالاخصاستاذه نوره,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7.0,,,1,5,1,1,3,3,4,1,4,4,4,4,4,4,3,4,4,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,,عدم انجاز المعامله,_,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,4,3,3,3,5,4,5,5,4,3,4,4,5,4,4,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,8.0,,Problem solving,Costumer services,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,10.0,,,1,7,4,3,3,3,4,3,5,4,4,4,4,4,3,3,4,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,5.0,,خطأ في تواريخ المعامله,_,Q244_10
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,7.0,,,1,7,1,1,3,3,5,2,5,4,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,10.0,,احيانا لازم تتابع المعامله بنفسك,استجابه  الموظف,Q244_7
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,7,4,2,4,4,5,1,5,5,5,5,5,5,5,3,4,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,10.0,,_,Very good services strongly recommended  public service departments,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,5,1,1,4,4,5,2,5,5,5,5,5,4,3,3,4,5.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,8.0,,عدم انجاز المعاملات بسرعه,_,Q244_11
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,7,3,3,3,3,4,3,5,4,5,5,5,4,5,3,4,5.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,8.0,,لاشي,_,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,3.0,,,1,7,3,3,3,3,5,5,4,5,5,5,5,5,3,3,4,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,9.0,,لاشي,_,Q244_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,9.0,,,1,7,3,3,3,3,5,4,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,9.0,,لاشي,_,Q244_9
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,1,,11.0,,,1,7,3,1,3,3,4,3,5,4,4,4,4,4,3,4,4,4.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,,عدم انجاز المعامله وهذه المره الثانيه ولم اتلقى اي نتيجه,_,Q244_11
